Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
S1774,4.1,1.7,7.8,3.4,0.8,4.0,Low
S1775,4.2,4.4,7.8,7.2,2.3,4.0,Medium
S1776,4.4,4.1,8.8,0.6,1.8,4.0,Low
S1777,4.5,2.0,8.7,2.2,3.2,4.0,Low
S1778,6.6,1.5,6.2,5.2,2.3,3.49,Low
S1779,4.3,2.5,4.4,1.8,1.5,3.26,Medium
S1780,6.8,4.7,7.2,3.6,3.5,4.0,Low
S1781,6.4,0.5,8.0,5.9,2.4,4.0,Low
S1782,11.1,0.9,7.7,2.1,1.9,4.0,Medium
S1783,6.1,1.2,5.6,3.7,0.7,3.72,Medium
S1784,4.3,2.3,9.6,1.9,1.3,3.85,Low
S1785,6.1,3.4,9.2,6.0,2.4,3.5,Low
S1786,7.0,3.0,4.2,5.2,1.0,2.9,Medium
S1787,4.9,3.0,6.7,2.8,0.5,4.0,Low
S1788,9.3,2.0,6.7,4.2,3.2,2.94,Medium
S1789,4.0,2.1,8.4,3.7,0.7,3.65,Low
S1790,5.4,2.4,9.0,2.9,1.1,4.0,Low
S1791,3.8,4.2,5.3,2.8,0.9,3.66,Medium
S1792,4.4,1.8,8.8,3.4,2.2,4.0,Low
S1793,9.0,4.4,6.2,6.5,0.3,3.05,Medium
S1794,4.0,1.6,6.1,3.7,1.4,3.72,Low
S1795,7.1,4.3,7.8,1.8,3.1,3.59,Medium
S1796,2.7,2.6,4.9,1.5,1.1,1.56,Medium
S1797,4.0,2.7,8.6,4.6,1.0,3.58,Low
S1798,6.9,2.7,6.2,3.4,2.2,3.21,Low
S1799,2.2,0.3,6.8,1.5,2.0,2.4,Low
S1800,3.6,2.5,4.9,0.6,0.5,2.27,Medium
S1801,10.0,1.1,7.9,1.0,0.7,2.56,Medium
S1802,9.9,4.8,8.3,3.6,1.4,3.84,High
S1803,4.5,4.8,7.4,3.5,1.0,4.0,Medium
S1804,2.9,3.9,3.9,5.2,0.7,1.0,Medium
S1805,8.8,3.3,5.3,3.4,1.1,3.19,Medium
S1806,4.8,2.0,5.3,2.6,2.8,3.92,Low
S1807,4.5,4.9,9.7,1.5,0.8,3.61,Medium
S1808,1.4,1.6,7.4,4.9,0.7,2.3,Low
S1809,2.9,4.5,8.2,3.6,2.3,3.26,Low
S1810,4.6,1.5,8.1,2.7,3.5,4.0,Low
S1811,4.4,4.5,9.5,2.0,2.4,4.0,Medium
S1812,5.0,3.4,6.9,1.9,0.9,3.66,Low
S1813,4.9,3.4,7.4,4.1,1.1,4.0,Low
S1814,8.0,5.5,6.6,0.4,0.8,2.79,Medium
S1815,6.5,2.8,8.4,2.0,2.3,4.0,Low
S1816,5.7,1.2,6.8,5.6,1.4,4.0,Low
S1817,8.2,2.7,5.5,3.5,1.6,2.82,Medium
S1818,4.8,0.8,4.8,2.7,1.1,3.12,Medium
S1819,9.4,1.9,8.2,3.3,2.1,3.98,Medium
S1820,4.5,0.9,7.8,0.4,1.5,4.0,Low
S1821,3.5,2.8,10.2,2.9,2.5,3.43,Low
S1822,9.5,4.3,8.4,2.2,1.7,4.0,Medium
S1823,3.7,2.1,6.9,5.2,2.9,3.72,Low
S1824,8.5,1.3,7.5,0.6,1.3,3.58,Low
S1825,10.9,1.0,6.7,2.2,2.9,3.19,Medium
S1826,2.6,2.8,6.3,4.0,0.4,2.15,Low
S1827,3.1,3.1,5.6,5.4,0.5,4.0,Medium
S1828,3.5,2.8,8.0,2.3,2.6,4.0,Low
S1829,6.1,1.9,7.2,3.5,0.8,3.49,Low
S1830,4.7,3.5,6.9,6.3,1.1,3.48,Low
S1831,4.8,3.6,7.2,3.3,0.5,3.54,Low
S1832,11.8,1.7,9.1,4.1,1.2,2.9,Medium
S1833,5.7,3.9,9.1,1.6,1.2,3.91,Low
S1834,6.1,4.0,6.5,4.5,1.9,3.77,Low
S1835,4.6,1.1,8.0,5.4,2.1,4.0,Low
S1836,7.4,1.0,8.7,3.4,2.1,2.88,Low
S1837,10.4,0.9,9.2,1.4,1.3,4.0,Medium
S1838,6.9,3.9,5.0,5.0,1.5,3.85,Medium
S1839,5.0,2.1,7.0,6.4,1.7,4.0,Low
S1840,6.7,2.7,7.3,5.4,2.5,4.0,Low
S1841,3.0,4.0,6.6,2.0,2.7,4.0,Low
S1842,3.9,0.2,7.0,1.3,2.3,4.0,Low
S1843,4.0,2.1,4.7,2.1,2.4,3.32,Medium
S1844,9.3,3.1,8.5,1.3,1.0,3.51,Medium
S1845,9.0,3.2,7.6,4.0,1.3,3.51,Low
S1846,9.0,1.8,6.1,5.5,2.4,3.7,Low
S1847,5.5,1.1,5.6,3.9,1.3,3.66,Medium
S1848,7.7,1.8,5.3,0.7,1.3,3.46,Medium
S1849,9.1,1.5,5.6,6.8,0.3,2.6,High
S1850,2.1,4.5,5.1,3.4,1.0,2.62,Medium
S1851,2.5,0.7,4.9,1.1,2.3,1.06,Medium
S1852,4.8,4.6,9.3,4.3,2.8,3.74,Medium
S1853,4.3,1.9,7.5,3.7,1.5,4.0,Low
S1854,8.0,2.1,8.0,2.1,0.6,3.49,Low
S1855,4.5,2.0,3.7,5.0,1.2,2.78,Medium
S1856,3.4,4.3,7.5,6.5,3.9,4.0,Medium
S1857,4.6,1.6,8.9,7.7,1.9,3.99,Low
S1858,4.5,2.6,8.7,4.1,0.3,3.7,Low
S1859,4.4,1.1,5.7,5.9,0.4,3.29,Medium
S1860,6.2,2.5,5.6,1.6,1.0,3.69,Medium
S1861,5.4,1.6,9.7,2.9,0.5,3.43,Low
S1862,6.5,1.6,7.3,4.7,3.1,4.0,Low
S1863,3.9,1.8,6.9,6.1,2.9,3.51,Low
S1864,4.4,1.2,7.6,6.4,3.8,4.0,Low
S1865,4.6,2.7,8.9,1.4,2.1,3.6,Low
S1866,4.8,0.8,7.9,2.0,1.1,4.0,Low
S1867,3.0,4.1,7.0,3.5,1.7,3.92,Low
S1868,7.3,1.1,4.8,4.3,0.9,1.89,High
S1869,4.2,2.2,6.8,4.3,1.9,4.0,Low
S1870,4.1,1.7,6.7,2.2,3.6,4.0,Low
S1871,8.0,1.2,3.4,0.8,1.0,2.33,High
S1872,8.5,3.3,5.6,2.6,1.6,3.0,Medium
S1873,7.9,3.9,9.3,3.1,2.1,3.15,Low
S1874,3.9,2.1,7.6,2.0,0.5,3.91,Low
S1875,1.6,0.4,3.5,1.3,1.0,1.0,Medium
S1876,5.7,4.0,7.8,2.2,1.7,4.0,Low
S1877,7.0,3.3,7.7,5.5,2.8,3.8,Low
S1878,6.4,3.8,3.4,7.4,0.9,3.26,Medium
S1879,5.2,4.1,5.7,3.0,0.7,3.34,Medium
S1880,4.5,1.9,10.5,7.5,0.7,3.38,Medium
S1881,7.1,0.7,4.0,1.3,3.4,2.35,High
S1882,5.5,2.6,5.7,4.6,1.1,3.61,Medium
S1883,9.4,3.0,6.7,4.8,2.5,2.81,Medium
S1884,9.6,1.2,4.2,2.9,2.5,2.12,High
S1885,7.5,4.5,7.1,1.3,1.8,3.74,Medium
S1886,3.4,0.3,7.4,5.7,2.0,4.0,Low
S1887,10.7,0.8,9.2,5.0,1.1,3.21,Medium
S1888,3.0,2.4,6.4,4.8,2.3,4.0,Low
S1889,9.2,0.4,8.5,6.3,2.4,3.61,Medium
S1890,6.3,5.4,6.6,2.3,1.9,3.95,Low
S1891,8.1,4.7,8.5,2.8,1.9,3.79,Medium
S1892,3.7,1.2,3.1,4.3,0.7,3.05,Medium
S1893,3.8,1.6,7.2,2.6,2.0,3.86,Low
S1894,4.1,0.8,9.2,4.2,0.7,3.5,Low
S1895,2.5,5.2,7.8,2.7,2.1,3.23,Low
S1896,5.2,2.1,3.6,6.1,1.8,3.21,Medium
S1897,3.6,4.5,9.4,7.3,2.8,3.9,Medium
S1898,3.8,0.9,10.2,2.2,2.8,4.0,Low
S1899,1.4,0.4,6.9,2.0,2.1,1.77,Low
S1900,3.3,1.9,5.4,4.8,1.4,3.84,Medium
S1901,2.8,2.3,4.7,1.4,1.0,1.55,Medium
S1902,4.0,2.5,8.0,7.4,0.7,4.0,Low
S1903,2.3,3.1,8.7,5.3,2.0,2.3,Low
S1904,9.2,5.1,8.8,2.2,0.9,3.19,High
S1905,5.7,2.2,9.0,1.3,1.0,3.89,Low
S1906,4.3,1.9,7.5,1.6,2.7,4.0,Low
S1907,5.0,4.5,6.9,2.1,0.8,3.7,Medium
S1908,2.9,1.9,7.4,2.1,0.8,2.66,Low
S1909,7.5,4.8,4.8,1.6,3.3,2.61,High
S1910,4.2,2.9,4.6,2.0,2.4,3.15,Medium
S1911,5.6,4.6,6.7,5.5,1.4,4.0,Medium
S1912,8.3,1.4,7.5,1.1,2.6,3.7,Low
S1913,3.4,0.8,6.6,3.5,2.7,3.78,Low
S1914,2.4,3.4,7.3,2.9,1.1,3.13,Low
S1915,5.4,1.8,8.2,3.3,2.8,3.83,Low
S1916,8.4,2.5,5.6,3.7,1.2,3.18,Medium
S1917,8.3,2.2,8.0,1.2,1.3,3.65,Low
S1918,4.3,2.9,8.2,4.5,1.6,4.0,Low
S1919,7.9,2.1,5.0,3.4,3.2,3.21,Medium
S1920,6.4,4.6,6.7,2.3,3.5,4.0,Low
S1921,8.5,1.7,6.9,2.7,0.8,2.97,Low
S1922,8.7,1.3,7.2,0.6,2.3,3.75,Low
S1923,5.9,2.8,4.3,1.8,0.5,3.16,Medium
S1924,5.8,2.8,7.2,2.1,1.0,4.0,Low
S1925,3.1,4.0,7.5,1.7,0.8,4.0,Low
S1926,6.5,2.0,5.9,7.0,2.4,3.97,Medium
S1927,4.2,4.0,8.2,2.2,1.4,4.0,Low
S1928,7.1,1.6,8.6,7.5,0.6,2.79,Medium
S1929,5.2,3.7,8.4,4.6,1.2,4.0,Low
S1930,10.5,1.7,9.4,2.1,3.6,2.97,Medium
S1931,6.6,2.2,7.5,2.1,1.0,4.0,Low
S1932,6.1,1.0,8.8,3.6,3.3,3.59,Low
S1933,6.6,1.3,6.9,3.9,0.3,3.37,Low
S1934,5.3,1.1,7.8,3.6,1.1,3.83,Low
S1935,1.7,0.8,6.5,1.6,1.3,2.24,Low
S1936,3.8,1.8,7.5,5.4,2.3,4.0,Low
S1937,5.7,1.9,6.4,5.6,0.4,3.45,Low
S1938,6.1,2.3,4.8,2.1,2.9,3.22,Medium
S1939,5.7,2.0,4.5,4.3,2.1,3.07,Medium
S1940,4.9,2.7,5.7,6.3,1.8,4.0,Medium
S1941,4.2,2.1,8.5,1.6,1.1,4.0,Low
S1942,7.7,1.1,8.2,1.0,0.2,3.84,Medium
S1943,9.0,2.6,6.4,1.9,1.9,3.38,Low
S1944,10.8,2.9,6.8,3.1,2.0,3.1,Medium
S1945,2.8,1.7,4.6,1.1,0.9,1.85,Medium
S1946,5.3,1.8,4.6,3.4,1.0,2.98,Medium
S1947,6.2,5.2,4.9,1.8,1.5,3.11,High
S1948,11.2,1.0,4.3,5.4,3.1,2.51,High
S1949,2.7,1.0,4.0,1.3,0.9,1.41,Medium
S1950,7.6,3.5,7.1,4.9,1.8,3.62,Low
S1951,4.2,2.6,7.1,5.1,3.5,4.0,Low
S1952,2.8,3.5,6.4,0.8,1.2,2.15,Low
S1953,6.1,1.0,9.4,1.1,3.1,3.7,Low
S1954,4.7,3.4,7.4,4.0,1.3,4.0,Low
S1955,5.3,5.5,5.6,2.7,1.1,4.0,Medium
S1956,4.1,0.9,3.6,2.8,1.3,3.43,Medium
S1957,11.0,2.2,5.9,5.7,1.5,2.85,High
S1958,4.6,4.8,7.4,2.4,1.9,4.0,Low
S1959,9.2,1.6,7.0,6.6,0.8,3.53,Medium
S1960,6.7,1.8,6.2,4.1,0.9,3.95,Low
S1961,4.9,1.3,3.5,6.8,1.4,2.6,Medium
S1962,7.7,3.6,4.9,5.9,0.9,2.12,High
S1963,6.2,5.4,9.1,6.6,1.2,4.0,Medium
S1964,3.2,3.0,6.2,2.4,2.0,4.0,Low
S1965,5.2,3.7,5.2,4.8,0.5,3.67,Medium
S1966,8.4,1.5,6.2,3.3,0.9,2.47,Medium
S1967,7.9,3.5,5.2,2.9,2.4,3.65,Medium
S1968,2.3,2.7,5.2,5.1,1.2,1.87,Medium
S1969,4.0,3.9,4.3,2.6,1.3,3.34,Medium
S1970,7.3,0.8,8.0,3.2,2.9,3.52,Low
S1971,4.2,2.6,7.0,3.1,1.4,4.0,Low
S1972,5.1,4.9,5.9,4.1,3.2,3.57,Medium
S1973,6.6,4.1,8.7,2.5,1.8,4.0,Low
S1974,3.8,3.4,7.1,2.7,1.0,4.0,Low
S1975,11.7,0.8,4.2,1.9,3.4,2.42,High
S1976,10.4,1.1,4.8,1.3,1.7,2.61,High
S1977,7.6,1.9,10.2,2.8,0.8,3.59,Medium
S1978,8.2,2.2,7.4,2.1,1.9,3.69,Low
S1979,10.9,0.7,9.1,3.4,1.0,3.09,Medium
S1980,4.3,1.3,5.8,5.2,1.8,3.98,Medium
S1981,9.2,1.4,5.0,0.3,1.6,3.32,High
S1982,7.6,0.4,8.6,2.2,0.8,2.89,Low
S1983,3.7,2.2,6.7,2.2,0.8,3.48,Low
S1984,3.8,1.4,5.1,3.4,1.8,4.0,Low
S1985,6.9,3.1,6.1,2.3,2.0,3.65,Low
S1986,4.6,1.6,4.7,5.1,2.7,2.82,Medium
S1987,3.7,0.8,8.1,1.8,1.3,4.0,Low
S1988,3.6,1.8,5.1,1.1,3.7,4.0,Low
S1989,6.5,2.5,8.3,5.2,2.5,3.94,Low
S1990,10.8,3.0,9.8,1.8,2.7,3.75,Medium
S1991,4.3,5.5,5.2,3.2,2.4,3.45,Medium
S1992,10.9,2.1,7.4,0.9,2.6,2.85,Medium
S1993,6.4,2.0,3.7,3.6,0.2,2.55,High
S1994,6.5,0.7,6.2,1.5,1.8,3.84,Low
S1995,6.5,3.3,5.9,1.2,0.6,3.89,Medium
S1996,3.7,1.5,4.8,3.6,2.0,2.97,Medium
S1997,6.4,4.1,6.9,1.5,1.1,4.0,Medium
S1998,5.6,3.1,7.6,5.6,1.8,4.0,Low
S1999,7.6,1.5,7.8,5.8,1.3,3.82,Medium
S2000,2.4,2.6,5.0,6.7,2.5,2.57,Medium
